Sequence number,Code,Time of departure/entry,Departure aerodrome,Arrival aerodrome,Flight identification,Main Exemption code,Type of aircraft,Operator,Aircraft Registration,Comment1,Flight date,IFPLID,Planned_aerodrome,Charging_zone_overflow,Entry_point,Exit_point,Sup_exemption_code,Source of the Aircraft Address,24-bit Aircraft Address,Comment2,case7,case8,case9,case10,case13,case15,case16,case18,ccrArrival,front_alg_fr,premier_plot_fr,modes_fr,Type_Avion_Survol
10640,F,2122,LFPG,EGPH,EZY58GM  ,Z,A320   ,Z  ,GEZUF    ,,240321,AA57096786,,,,,,,406440,,EZY58GM,IS ,A320/M,SDE2E3FGHIJ1RWXYZ/LB1 ,LFPG2100 ,N0434F380 ATREX UT225 VESAN UL613 SOVAT L613 HALIF/N0415F320 UN590 ABEVI UN601 INPIP ,EGPH0114 EGPK ,"CODE/406440 DAT/V DOF/240321 EET/EGTT0020 EGPX0107 NAV/RNP2 OPR/EZY ORGN/EDDFEZYX PER/C REG/GEZUF RMK/TCAS PAX FLT RVR/075 SEL/MQEG)
",CDG,False,2122.0,406440,A320
10645,F,2100,LFSB,EGCC,EZY58WJ  ,Z,A20N   ,Z  ,GUZHN    ,,240321,AA57093616,,,,,,,40756C,,EZY58WJ,IS ,A20N/M,SDE2E3FGHIJ1RWXYZ/LB1 ,LFSB2050 ,N0436F380 TORPA T10 ROBIR DCT REKLA DCT RLP UL613 KOTUN DCT AMAXA DCT VESAN UL613 SOVAT L613 SANDY UN57 WELIN T420 ELVOS ,EGCC0124 EGGP ,"CODE/40756C DAT/V DOF/240321 EET/LSAS0005 LFFF0006 EGTT0050 NAV/RNP2 OPR/EZY ORGN/EDDFEZYX PER/C REG/GUZHN RMK/TCAS PAX FLT RVR/075 SEL/EHAD)
",BALE,False,2100.0,40756C,A20N
10666,F,1550,LFPG,EGCC,EZY64WC  ,Z,A320   ,Z  ,GEZWA    ,,240321,AA57087744,,,,,,,406752,,EZY64WC,IS ,A320/M,SDE2E3FGHIJ1RWXYZ/LB1 ,LFPG1505 ,N0394F260 ATREX UT225 VESAN UL613 SOVAT L613 SANDY UN57 WELIN T420 ELVOS ,EGCC0058 EGGP ,"CODE/406752 DAT/V DOF/240321 EET/EGTT0022 NAV/RNP2 OPR/EZY ORGN/EDDFEZYX PER/C REG/GEZWA RMK/TCAS PAX FLT RVR/075 SEL/DQBE)
",CDG,False,1550.0,406752,A320
10687,F,939,LFMN,EGCC,EZY73EB  ,Z,A20N   ,Z  ,GUZHW    ,,240321,AA57080138,,,,,,,40768B,,EZY73EB,IS ,A20N/M,SDE2E3FGHIJ1RWXYZ/LB1G1 ,LFMN0950 ,N0439F380 BADOD UZ12 BULOL UM733 IDAVO DCT BAGBI DCT SIZZA UM733 KOPOR UY376 VESAN UL613 SOVAT L613 SANDY UN57 LAM/N0435F360 UN57 WELIN T420 ELVOS ,EGCC0154 EGGP ,"CODE/40768B DAT/V DOF/240321 EET/LFFF0007 EGTT0119 NAV/RNP2 OPR/EZY ORGN/EDDFEZYX PER/C REG/GUZHW RMK/TCAS PAX FLT RVR/075 SEL/GJAQ)
",NICE,False,1011.0,40768B,A20N
10693,F,1952,LFLL,EGGW,EZY74MR  ,Z,A319   ,Z  ,GEZDD    ,,240321,AA57091324,,,,,,,405633,,EZY74MR,IS ,A319/M,SDE2E3FGIJ1RWXYZ/LB1 ,LFLL1920 ,N0395F300 BUSIL DCT AMORO DCT MOMIL DCT BAGBI/N0399F320 DCT SIZZA UM733 UNDUG ,EGGW0131 EGNX ,"CODE/405633 DAT/V DOF/240321 EET/LFFF0006 EGTT0056 NAV/RNP 2 OPR/EZY ORGN/EDDFEZYX PER/C REG/GEZDD RMK/TCAS PAX FLT RVR/075 SEL/KMFQ)
",LYON,False,1931.0,405633,A319
10705,F,951,LFRS,EGKK,EZY75LU  ,Z,A319   ,Z  ,GEZDM    ,,240321,AA57082315,,,,,,,405B66,,EZY75LU,IS ,A319/M,SDE2E3FGIJ1RWXYZ/LB1 ,LFRS0925 ,N0387F260 BALNI DCT RINSO UM184 EKRAS UT507 REVTU UP88 ODREP/N0372F240 P88 VASUX ,EGKK0056 EGSS ,"CODE/405B66 DAT/V DOF/240321 EET/LFFF0007 EGTT0031 NAV/RNP 2 OPR/EZY ORGN/EDDFEZYX PER/C REG/GEZDM RMK/TCAS PAX FLT RVR/075 SEL/FHGP)
",NANT,False,953.0,405B66,A319
10715,F,1118,LFML,EGKK,EZY78XU  ,Z,A320   ,Z  ,GEJCH    ,,240321,AA57081862,,,,,,,407F61,,EZY78XU,IS ,A320/M,SDE2E3FGHIJ1RWXYZ/LB1 ,LFML1105 ,N0435F380 ETREK UM976 MOPEM DCT CACHI DCT AVLON UM976 BRY UM733 KOPOR/N0429F360 UM733 PIREG UT421 KUNAV ,EGKK0122 EGSS ,"CODE/407F61 DAT/V DOF/240321 EET/LFFF0007 EGTT0114 NAV/RNP2 OPR/EZY ORGN/EDDFEZYX PER/C REG/GEJCH RMK/TCAS PAX FLT RVR/075 SEL/DLKQ)
",MARS,False,1127.0,407F61,A320
10717,F,1608,LFMN,EGGW,EZY79GK  ,Z,A319   ,Z  ,GEZAX    ,,240321,AA57087768,,,,,,,400E5A,,EZY79GK,IS ,A319/M,SDE2E3FGIJ1RWXYZ/LB1 ,LFMN1505 ,N0434F380 BADOD UZ12 BULOL UM733 IDAVO DCT BAGBI DCT SIZZA UM733 SOSUN/N0417F340 UM733 BANVA M733 UNDUG ,EGGW0152 EGSS ,"CODE/400E5A DAT/V DOF/240321 EET/LFFF0007 EGTT0118 NAV/RNP 2 OPR/EZY ORGN/EDDFEZYX PER/C REG/GEZAX RMK/TCAS PAX FLT RVR/075 SEL/BRGM)
",NICE,False,1536.0,400E5A,A319
10718,F,925,LFLL,EGKK,EZY79NG  ,Z,A319   ,Z  ,GEZFI    ,,240321,AA57082209,,,,,,,40600D,,EZY79NG,IS ,A319/M,SDE2E3FGIJ1RWXYZ/LB1 ,LFLL0920 ,N0428F380 BUSIL DCT AMORO DCT MOMIL DCT BAGBI DCT SIZZA UM733 KOPOR/N0416F360 UM733 PIREG/N0405F340 UT421 KUNAV ,EGKK0103 EGSS ,"CODE/40600D DAT/V DOF/240321 EET/LFFF0006 EGTT0056 NAV/RNP 2 OPR/EZY ORGN/EDDFEZYX PER/C REG/GEZFI RMK/TCAS PAX FLT RVR/075 SEL/BSCH)
",LYON,False,924.0,40600D,A319
10722,F,2042,LFPG,EGGW,EZY80BA  ,Z,A320   ,Z  ,GEZTD    ,,240321,AA57092991,,,,,,,40600E,,EZY80BA,IS ,A320/M,SDE2E3FGHIJ1RWXYZ/LB1 ,LFPG2025 ,N0371F240 OPALE UT421 KUNAV Y8 BANVA M733 UNDUG ,EGGW0055 EGNX ,"CODE/40600E DAT/V DOF/240321 EET/EGTT0020 NAV/RNP2 OPR/EZY ORGN/EDDFEZYX PER/C REG/GEZTD RMK/TCAS PAX FLT RVR/075 SEL/ASGH)
",CDG,False,2042.0,40600E,A320
10729,F,1624,LFPG,EGGD,EZY82JP  ,Z,A320   ,Z  ,GEZTL    ,,240321,AA57088148,,,,,,,406018,,EZY82JP,IS ,A320/M,SDE2E3FGHIJ1RWXYZ/LB1 ,LFPG1610 ,N0396F300 OPALE UT421 KUNAV T421 ICTAM ,EGGD0047 EGGP ,"CODE/406018 DAT/V DOF/240321 EET/EGTT0019 NAV/RNP2 OPR/EZY ORGN/EDDFEZYX PER/C REG/GEZTL RMK/TCAS PAX FLT RVR/075 SEL/CPDL)
",CDG,False,1624.0,406018,A320
10739,F,1456,LFPG,EGPH,EZY85JR  ,Z,A20N   ,Z  ,GUZLC    ,,240321,AA57097624,,,,,,,407795,,EZY85JR,IS ,A20N/M,SDE2E3FGHIJ1RWXYZ/LB1G1 ,LFPG1258 ,N0436F380 ATREX UT225 VESAN UL613 SOVAT L613 HALIF/N0400F320 UN590 ABEVI UN601 INPIP ,EGPH0116 EGPF ,"CODE/407795 DAT/V DOF/240321 EET/EGTT0021 EGPX0109 NAV/RNP2 OPR/EZY ORGN/EDDFEZYX PER/C REG/GUZLC RMK/TCAS PAX FLT RVR/075 SEL/GPEH)
",CDG,False,1456.0,407795,A20N
10740,F,2127,LFRS,EGKK,EZY85JV  ,Z,A320   ,Z  ,GEJCJ    ,,240321,AA57096103,,,,,,,407F67,,EZY85JV,IS ,A320/M,SDE2E3FGHIJ1RWXYZ/LB1 ,LFRS2030 ,N0376F240 BALNI DCT RINSO UM184 EKRAS UT507 REVTU UP88 ODREP P88 VASUX ,EGKK0054 EGGW ,"CODE/407F67 DAT/V DOF/240321 EET/LFFF0007 EGTT0030 NAV/RNP2 OPR/EZY ORGN/EDDFEZYX PER/C REG/GEJCJ RMK/TCAS PAX FLT RVR/075 SEL/ESFR)
",NANT,False,2130.0,407F67,A320
10745,F,1126,LFPG,EGGP,EZY86RN  ,Z,A320   ,Z  ,GEZTT    ,,240321,AA57081962,,,,,,,40622B,,EZY86RN,IS ,A320/M,SDE2E3FGHIJ1RWXYZ/LB1 ,LFPG1110 ,N0427F360 ATREX UT225 VESAN UL613 SOVAT L613 SANDY UN57 WELIN T420 ELVOS ,EGGP0103 EGCC ,"CODE/40622B DAT/V DOF/240321 EET/EGTT0021 NAV/RNP2 OPR/EZY ORGN/EDDFEZYX PER/C REG/GEZTT RMK/TCAS PAX FLT RVR/075 SEL/DJBS)
",CDG,False,1126.0,40622B,A320
10747,F,1042,LFPO,EGGD,EZY86YM  ,Z,A319   ,Z  ,GEZGK    ,,240321,AA57083840,,,,,,,40653A,,EZY86YM,IS ,A319/M,SDE2E3FGIJ1RWXYZ/LB1 ,LFPO1035 ,N0414F360 OPALE UT421 KUNAV T421 BIG/N0396F340 T421 ICTAM ,EGGD0055 EGGP ,"CODE/40653A DAT/V DOF/240321 EET/EGTT0027 NAV/RNP 2 OPR/EZY ORGN/EDDFEZYX PER/C REG/GEZGK RMK/TCAS PAX FLT RVR/075 SEL/CJAS)
",ORL,False,1042.0,40653A,A319
10759,F,926,LFPG,EGCC,EZY91BH  ,Z,A20N   ,Z  ,GUZLF    ,,240321,AA57079310,,,,,,,407797,,EZY91BH,IS ,A20N/M,SDE2E3FGHIJ1RWXYZ/LB1G1 ,LFPG0910 ,N0430F360 ATREX UT225 VESAN UL613 SOVAT L613 SANDY UN57 WELIN T420 ELVOS ,EGCC0057 EGGP ,"CODE/407797 DAT/V DOF/240321 EET/EGTT0021 NAV/RNP2 OPR/EZY ORGN/EDDFEZYX PER/C REG/GUZLF RMK/TCAS PAX FLT RVR/075 SEL/LPGH)
",CDG,False,926.0,407797,A20N
10781,F,2130,LFPG,EGCC,EZY97CL  ,Z,A320   ,Z  ,GEZTA    ,,240321,AA57094083,,,,,,,405F11,,EZY97CL,IS ,A320/M,SDE2E3FGHIJ1RWXYZ/LB1 ,LFPG2110 ,N0423F340 ATREX UT225 VESAN UL613 SOVAT L613 SANDY UN57 WELIN T420 ELVOS ,EGCC0055 EGGP ,"CODE/405F11 DAT/V DOF/240321 EET/EGTT0020 NAV/RNP2 OPR/EZY ORGN/EDDFEZYX PER/C REG/GEZTA RMK/TCAS PAX FLT RVR/075 SEL/DEQS)
",CDG,False,2130.0,405F11,A320
10782,F,910,LFPG,EGPH,EZY97ET  ,Z,A320   ,Z  ,GEZTM    ,,240321,AA57081709,,,,,,,406016,,EZY97ET,IS ,A320/M,SDE2E3FGHIJ1RWXYZ/LB1 ,LFPG0900 ,N0434F380 ATREX UT225 VESAN UL613 SOVAT L613 HALIF UN590 ABEVI UN601 INPIP ,EGPH0119 EGPF ,"CODE/406016 DAT/V DOF/240321 EET/EGTT0021 EGPX0110 NAV/RNP2 OPR/EZY ORGN/EDDFEZYX PER/C REG/GEZTM RMK/TCAS PAX FLT RVR/075 SEL/CPEH)
",CDG,False,909.0,406016,A320
10784,F,1517,LFLS,EGKK,EZY97HC  ,Z,A319   ,Z  ,GEZBU    ,,240321,AA57089055,,,,,,,4010E9,,EZY97HC,IS ,A319/M,SDE2E3FGIJ1RWXYZ/LB1 ,LFLS1515 ,N0429F380 DANBO UT133 BUSIL DCT AMORO DCT MOMIL DCT BAGBI DCT SIZZA UM733 KOPOR/N0423F360 UM733 PIREG UT421 KUNAV ,EGKK0106 EGSS ,"CODE/4010E9 DAT/V DOF/240321 EET/LFFF0006 EGTT0058 NAV/RNP 2 OPR/EZY ORGN/EDDFEZYX PER/C REG/GEZBU RMK/TCAS PAX FLT RVR/075 SEL/BFCG)
",LYON,False,1512.0,4010E9,A319
10791,F,1320,LFBL,LFBL,FA6515   ,Z,PC21   ,Z  ,         ,,240321,         ,,,,,,,3B75F8,,nan,nan,nan,nan,nan,nan,nan,nan,BORD,,nan,nan,
10793,F,1051,LFBG,LFBL,FAF6515  ,M,PC21   ,003,FAFOR    ,,240321,AA57095862,,,,,,,3B75EE,,FAF6515,IM ,PC21/L,SBDGILORTUY/LB2 ,LFBG1020 ,N0200F070 NORON ,LFBL0020 LFBU LFBG ,"DOF/240321 IFP/MODESASP NAV/SBAS OPR/FAF ORGN/LFXOYXYX RMK/IFPSRA)
",MERI,False,1026.0,3B75EE,PC21
10794,F,1115,LFBL,LFBG,FAF6515  ,M,PC21   ,003,FAFOR    ,,240321,AA57095863,,,,,,,3B75EE,,FAF6515,IM ,PC21/L,SBDGILORTUY/LB2 ,LFBL1100 ,N0200F070 NORON ,LFBG0020 LFBU LFBG ,"DOF/240321 NAV/SBAS OPR/FAF ORGN/LFXOYXYX RMK/IFPSRA)
",BORD,False,1026.0,3B75EE,PC21
10795,F,1310,LFBG,LFBL,FAF6515  ,M,PC21   ,003,FAF65    ,,240321,AA57099763,,,,,,,3B75F8,,FAF6515,IM ,PC21/L,SDGLTUY/LB2 ,LFBG1230 ,N0250F070 VELIN R10 NORON ,LFBL0040 LFBH LFBG ,"DOF/240321 IFP/MODESASP OPR/FAF ORGN/LFXOYXYX REG/FAF6515)
",MERI,False,1026.0,3B75EE,PC21
10796,F,1334,LFBL,LFBG,FAF6515  ,M,PC21   ,003,FAF65    ,,240321,AA57099764,,,,,,,3B75F8,,FAF6515,IM ,PC21/L,SDGLTUY/LB2 ,LFBL1310 ,N0250F080 NORON R10 VELIN ,LFBG0040 LFBH LFBD ,"DOF/240321 OPR/FAF ORGN/LFXOYXYX REG/FAF6515)
",BORD,False,1026.0,3B75EE,PC21
10797,F,2018,LFBG,LFBI,FAF6515  ,M,PC21   ,003,FAFDF    ,,240321,AA57102500,,,,,,,3B75FD,,FAF6515,IM ,PC21/L,SBDGILORTUY/LB2 ,LFBG2015 ,N0250F080 DCT VERAC ,LFBI0020 LFBD ,"DOF/240321 IFP/MODESASP NAV/SBAS OPR/FAF DF 240321 ORGN/LFXOYXYX)
",BORD,False,2023.0,3B75FD,
10798,F,2040,LFBI,LFBG,FAF6515  ,M,PC21   ,003,FAFDF    ,,240321,AA57102667,,,,,,,      ,,FAF6515,IM ,PC21/L,SBDGILORTUY/LB2 ,LFBI2040 ,N0250F070 VERAC DCT ,LFBG0030 LFBI LFBD ,"DOF/240321 NAV/SBAS OPR/FAF DF 240321 ORGN/LFXOYXYX)
",BORD,False,2023.0,3B75FD,
10799,F,1141,LFBG,LFBE,FAF7812  ,M,SR22   ,003,FAFOR    ,,240321,AA57095504,,,,,,,      ,,FAF7812,IM ,SR22/L,BDGLORUY/S ,LFBG1050 ,N0150F070 UVELI R17 VELIN ,LFBE0035 LFBX LFSL ,"DOF/240321 IFP/MODESASP OPR/FAF ORGN/LFXOYXYX RMK/IFPSRA)
",MERI,False,1706.0,39A859,SR22
10800,F,830,LFBG,LFBD,FAF9210  ,M,B350   ,003,FRACG    ,,240321,AA57094958,,,,,,,3B7545,,FAF9210,IM ,B350/M,BDFGHILORUWXY/S ,LFBG0830 ,N0270A040 ETPAR ,LFBD0020 LFBG ,"DOF/240321 IFP/MODESASP NAV/ABAS SBAS OPR/FAF ORGN/LFXOYXYX REG/FRACG)
",MERI,False,902.0,3B7545,B350
10801,F,1244,LFBD,LFBG,FAF9210  ,M,B350   ,003,FRACG    ,,240321,AA57093133,,,,,,,      ,,nan,nan,nan,nan,nan,nan,nan,nan,BORD,False,1437.0,3B7545,B350
10802,F,942,LFBF,LFBT,FBLEB    ,Z,PA23   ,Z  ,FBLEB    ,,240321,AA57045321,,,,,,,382C81,,FBLEB,IG ,PA23/L,SBDGRY/S ,LFBF0900 ,N0160F050 LMB ,LFBT0029 LFBO ,"DOF/240321 IFP/MODESASP ORGN/KAUSZXBT PER/A REG/FBLEB RMK/CREW CONTACT 0033603376020 FILED BY 00441273782130 TALT/LFBO)
",TOUL,False,916.0,382C81,PA27
10803,F,1153,LFPN,LFOP,FBPIC    ,Z,PA30   ,Z  ,TRIMA    ,,240321,AA57073447,,,,,,,383D02,,FBPIC,IG ,PA30/L,SBDFGRY/S ,LFPN1130 ,N0150F080 LGL H20 ELBOX ,LFOP0056 LFPN LFOB ,"DOF/240321 IFP/MODESASP OPR/TRIMAILLE AERO FORMATION ORGN/EKODFFLX RMK/TRAINING PIC TEL 0667228172)
",ORL,False,1232.0,383D02,PA30
10804,F,1240,LFOP,LFPN,FBPIC    ,Z,PA30   ,Z  ,TRIMA    ,,240321,AA57073900,,,,,,,383D02,,FBPIC,IG ,PA30/L,SBDFGRY/S ,LFOP1230 ,N0140F070 ELBOX H20 BOBSA A34 BENAR T17 CAD ,LFPN0114 LFOB LFPT ,"DOF/240321 IFP/MODESASP OPR/TRIMAILLE AERO FORMATION ORGN/EKODFFLX RMK/TRAINING PIC TEL 0667228172)
",TAFF,False,1232.0,383D02,PA30
10805,F,1250,LFPO,KMIA,FBU47C   ,Z,A359   ,Z  ,FHREU    ,,240321,AA57095768,,,,,,,39C494,,FBU47C,IS ,A359/H,SABDE1E2E3GHIJ1J2J3J4J5M1P2RWXYZ/LB1D1 ,LFPO1230 ,N0488F350 LGL UT176 TERPO UN461 AKEMO DCT RIVAK/N0486F360 UN460 SIVIR/M085F360 DCT GONAN/M085F360 DCT 44N020W 42N030W 42N035W 42N040W/M085F380 42N045W 41N050W 40N055W 38N060W 36N065W/M085F400 33N070W 30N075W/N0491F400 DCT SUMRS BNFSH2 ,KMIA0932 KTPA ,"CODE/39C494 DAT/1FANSE2PDC DOF/240321 EET/EGGX0104 LPPO0130 KZWY0400 KZMA0839 ADIZ0844 RIVAK0101 44N020W0202 42N030W0259 42
",ORL,False,1250.0,39C494,A359
10806,F,1910,LFPO,FMEE,FBU70A   ,Z,A35K   ,Z  ,FHMIX    ,,240321,AA57103064,,,,,,,39B117,,FBU70A,IS ,A35K/H,SABDE1E2E3GHIJ1J2J3J4J5M1P2RWXYZ/LB1D1 ,LFPO1855 ,N0486F350 OKASI DCT OKEKO DCT MOU DCT MADIV DCT MOKIP DCT TUFTA DCT GVA DCT ORSUD DCT BIBAN DCT TIBER DCT BELIX UM728 RERSA/N0482F370 UM728 SALUN N705 MMA L613 KIVIL N710 TAKRI P751 LXR M999 MUVOL/N0496F360 M999 JDW G650 ULONI/N0499F370 UV790 SB UR775 MOGDU UN304 APKAK/N0493F390 UN304 UVENA UVENA1R ,FMEE1013 FIMP ,"CODE/39B117 DAT/1FANSE2PDC DOF/240321 EET/LSAS0034 LFFF003
",ORL,False,1910.0,39B117,A35K
10809,F,910,LFMN,LFST,FCA1FJ   ,Z,BE40   ,Z  ,HAYFJ    ,,240321,AA57069459,,,,,,,473FEB,,FCA1FJ,IN ,BE40/M,SBDFGIRWXY/SU2 ,LFMN0830 ,N0421F320 IRMAR DCT KINES DCT VANAS DCT MOBLO DCT UBIMA/N0429F280 DCT GILIR DCT PENDU DCT LUL ,LFST0104 EDDS ,"DOF/240321 EET/LFFF0011 LIMM0020 LFFF0023 LSAS0034 LFFF0037 LFEE0057 IFP/MODESASP OPR/FLY COOP LTD 3617010990 ORGN/EKODFFLX REG/HAYFJ RMK/ASLLFMND000021797 PIC TEL 420602473787 RVR/550)
",NICE,False,825.0,473FEB,BE40
10810,F,1105,LFST,EBCI,FCA2FJ   ,Z,BE40   ,Z  ,HAYFJ    ,,240321,AA57071012,,,,,,,473FEB,,FCA2FJ,IN ,BE40/M,SBDFGIRWXY/SU2 ,LFST1110 ,N0411F180 GTQ N852 SUTAL/N0437F240 N852 LNO ,EBCI0042 EBBR ,"DOF/240321 EET/EDGG0014 EBBU0015 EBUR0015 EBBU0035 IFP/MODESASP OPR/FLY COOP LTD 3617010990 ORGN/EKODFFLX REG/HAYFJ RMK/PIC TEL 420602473787 RVR/550)
",STBG,False,1105.0,473FEB,BE40
10813,F,2008,LFPG,KMEM,FDX21    ,Z,B77L   ,Z  ,N884F    ,,240321,AA57103962,,,,,,,AC2D32,,FDX21,IS ,B77L/H,SDE1E2E3FGHIJ1J2J3J4J5M1P1P2P3RWXYZ/LB1D1 ,LFPG1935 ,N0495F300 EVX UT300 SENLO UN502 JSY/N0497F320 DCT LIZAD DCT MOPAT DCT NIPIT DCT ERAKA/M085F320 DCT 6100N01630W 62N020W/N0497F320 DCT BAXER/M085F320 DCT 63N030W 63N040W 62N050W/M085F320 DCT PIDSO DCT PEPKI/N0489F360 DCT KLIPS DCT ROUND DCT LIBUT DCT EBDOG DCT YVV DCT HOCKE/N0490F340 DCT SVM DCT FWA/N0495F320 DCT VHP DCT PXV BLUZZ4 ,KMEM0921 ,"CODE/AC2D32 DAT/1FANSE2PDC DO
",CDG,False,2007.0,AC2D32,B77L
10814,F,1648,LFPG,EDDF,FDX3     ,Z,B77L   ,Z  ,N868F    ,,240321,AA57100626,,,,,,,ABED10,,FDX3,IS ,B77L/H,SDE1E2E3FGHIJ1J2J3J4J5M1P1P2P3RWXYZ/LB1D1 ,LFPG1631 ,N0449F230 RANUX UN858 BETEX Z110 KULZO T847 IMCOM IMCOM1A ,EDDF0111 ,"CODE/ABED10 DAT/1FANSE2PDC DOF/240321 EET/EBUR0023 EDGG0028 IFP/MODESASP NAV/RNP2 OPR/FDX ORGN/KMEMFDXD REG/N868FD RMK/TCAS EQUIPPED DISPATCHER TEL NO 9013972521 SEL/LQCR SUR/RSP180 RSP400 260B CANMANDATE)
",CDG,False,1648.0,ABED10,B77L
10818,F,2013,LFPG,EDDK,FDX5024  ,Z,B763   ,Z  ,N102F    ,,240321,AA57102423,,,,,,,A00CA4,,FDX5024,IS ,B763/H,SDE1E2E3GHIJ2J3J4J7M3P1P2P3RWXYZ/LB1D1 ,LFPG1950 ,N0461F230 RANUX UN858 VALEK UM163 DIK N853 ARCKY T853 IBESA T860 ERUKI T856 DEPOK DEPOK1V ,EDDK0054 ,"CODE/A00CA4 DAT/CPDLCX 1FANSER2PDC DOF/240321 EET/EBUR0024 EDGG0028 EBUR0029 EDGG0032 NAV/RNP2 OPR/FDX ORGN/KMEMFDXD REG/N102FE RMK/TCAS EQUIPPED DISPATCHER TEL NO 9013972521 SEL/EKFJ SUR/RS P180 RSP400 260B CANMANDATE)
",CDG,False,2013.0,A00CA4,B763
10820,F,317,LFPG,OMDW,FDX5040  ,Z,B77L   ,Z  ,N885FD   ,,240321,AA57083343,,,,,,,AC30E9,,FDX5040,IS ,B77L/H,SDE1E2E3FGHIJ1J2J3J4J5M1P1P2P3RWXYZ/LB1D1 ,LFPG0252 ,N0480F350 LANVI DCT BEGAR DCT ELMUR DCT RESIA DCT LABIN DCT MINTU DCT INTIT DCT POD DCT ENFAR DCT TALAS UN130 MES/N0481F370 UL609 RDS UL995 VANZA DCT LAKTO L324 GENIV L550 KARIK B411 ULINA UB411 DEESA Y415 LOTOK P559 DAROR/N0487F370 P559 BORUK/N0488F370 P559 UKUBU/N0488F310 P559 NALPO/N0490F310 P559 AMBOV/N0455F160 M322 DATOB DCT ,OMDW0604 OMSJ ,"CODE/AC30E9 DAT/1FANSE
",CDG,False,316.0,AC30E9,B77L
10821,F,1950,LFPG,LIMC,FDX5041  ,Z,B763   ,Z  ,N113FE   ,,240321,AA57102913,,,,,,,A037DA,,FDX5041,IS ,B763/H,SDE1E2E3GHIJ2J3J4J7M3P1P2P3RWXYZ/LB1D1 ,LFPG1935 ,N0466F290 BUBLI UG42 LUVAL DCT BEGAR DCT BASGO Z424 RIXUV ,LIMC0110 ,"CODE/A037DA DAT/CPDLCX 1FANSER2PDC DOF/240321 EET/EDUU0033 LSAS0035 LIMM0044 LSAS0045 LIMM0045 IFP/MODESASP NAV/RNP2 OPR/FDX ORGN/KMEMFDXD REG/N113FE RMK/TCAS EQUIPPED DISPATCHER TEL NO 9013978060 SEL/AKBC SUR/RS P180 RSP400 260B CANMANDATE)
",CDG,False,1949.0,A037DA,B763
10823,F,251,LFPG,KEWR,FDX5047  ,Z,B763   ,Z  ,N126F    ,,240321,AA57086678,,,,,,,A06A7E,,FDX5047,IS ,B763/H,SDE1E2E3GHIJ2J3J4J7M3P1P2P3RWXYZ/LB1D1 ,LFPG0224 ,N0466F320 EVX UT300 SENLO UN502 JSY/N0471F300 DCT LIZAD DCT GAPLI DCT ADARA/M080F300 DCT 53N020W/M080F300 55N030W 55N040W 54N050W/M080F300 DCT NEEKO/N0469F340 N482B ANATI/N0478F240 DCT HANAA FLOSI4 ,KEWR0806 KJFK ,"CODE/A06A7E DAT/CPDLCX 1FANSER2PDC DOF/240321 EET/EGTT0040 EISN0058 EGGX0136 CZQX0304 ADIZ0454 CZQX0510 CZUL0531 CZQX0542 CZUL0553 KZBW0713 KZNY0747 53N020W020
",CDG,False,250.0,A06A7E,B763
10825,F,306,LFPG,LIMC,FDX5168  ,Z,B763   ,Z  ,N113FE   ,,240321,AA57083770,,,,,,,A037DA,,FDX5168,IS ,B763/H,SDE1E2E3GHIJ2J3J4J7M3P1P2P3RWXYZ/LB1D1 ,LFPG0252 ,N0457F290 LANVI DCT DEVDI DCT BASGO Z424 RIXUV ,LIMC0103 LIMJ ,"CODE/A037DA DAT/CPDLCX 1FANSER2PDC DOF/240321 EET/EDUU0029 LSAS0030 LIMM0040 LSAS0041 LIMM0041 IFP/MODESASP NAV/RNP2 OPR/FDX ORGN/KMEMFDXD REG/N113FE RMK/TCAS EQUIPPED DISPATCHER TEL NO 9013978060 SEL/AKBC SUR/RS P180 RSP400 260B CANMANDATE)
",CDG,False,305.0,A037DA,B763
10827,F,253,LFPG,EGSS,FDX5202  ,Z,B763   ,Z  ,N132F    ,,240321,AA57084361,,,,,,,A08321,,FDX5202,IS ,B763/H,SDE1E2E3GHIJ2J3J4J7M3P1P2P3RWXYZ/LB1D1 ,LFPG0245 ,N0468F240 OPALE UT421 KUNAV Y8 BANVA ,EGSS0048 EIDW ,"CODE/A08321 DAT/CPDLCX 1FANSER2PDC DOF/240321 EET/EGTT0019 NAV/RNP2 OPR/FDX ORGN/KMEMFDXD REG/N132FE RMK/TCAS EQUIPPED DISPATCHER TEL NO 9013972521 SEL/FKHJ SUR/RS P180 RSP400 260B CANMANDATE)
",CDG,False,253.0,A08321,B763
10829,F,303,LFPG,EGNX,FDX5219  ,Z,B752   ,Z  ,N910F    ,,240321,AA57084503,,,,,,,AC972C,,FDX5219,IS ,B752/M,SDE2E3FGHIJ3J4M3P3RWXYZ/LB1D1 ,LFPG0248 ,N0466F260 OPALE UT421 KESAX UT426 DIMAL UT10 ALESO T420 ULTIB/N0426F220 T420 HEMEL ,EGNX0051 EIDW ,"CODE/AC972C DAT/CPDLCX 1FANSER2PDC DOF/240321 EET/EGTT0019 OPR/FDX ORGN/KMEMFDXD REG/N910FD RMK/TCAS EQUIPPED DISPATCHER TEL NO 9013972521 SEL/DJAP SUR/RSP400 260B CANMANDATE)
",CDG,False,303.0,AC972C,B752
