Sequence number,Code,Time of departure/entry,Departure aerodrome,Arrival aerodrome,Flight identification,Main Exemption code,Type of aircraft,Operator,Aircraft Registration,Comment1,Flight date,IFPLID,Planned_aerodrome,Charging_zone_overflow,Entry_point,Exit_point,Sup_exemption_code,Source of the Aircraft Address,24-bit Aircraft Address,Comment2,case7,case8,case9,case10,case13,case15,case16,case18,ccrArrival,front_alg_fr,premier_plot_fr,modes_fr,Type_Avion_Survol
0154,F,1818,LFPG,KLAX,AFR076   ,Z,A359   ,Z  ,FHTYF    ,,240319,AA57045483,,,,,,,39CF05,,AFR076,IS ,A359/H,SABDE2E3GHIJ1J2J3J4J5M1P2RWXYZ/LB1D1 ,LFPG1755 ,N0450F260 ATREX UT225 VESAN/N0481F360 UL613 SOVAT L613 TLA DCT BESGA/M085F380 DCT MATIK/M085F380 DCT 62N010W 64N020W 66N030W 67N040W 67N050W/N0492F380 DCT EPMAN DCT ALSAK DCT RONPU/N0495F400 DCT 58N090W 55N095W DCT AMENU DCT ISN DCT BOY DCT MLF J107 BERYL DCT GUNTR Q73 ZZYZX/N0488F380 Q73 HAKMN ANJLL4 ,KLAX1020 KONT ,"CODE/39CF05 DAT/1FANSE2PDC DOF/240319 EET/EGTT0019 EGPX00
",CDG,False,1807.0,39CF0F,A359
0155,F,1549,LFPG,KMIA,AFR092   ,Z,B77W   ,Z  ,FGSQS    ,,240320,AA57071516,,,,,,,394A12,,AFR092,IS ,B77W/H,SDE2E3FGHIJ3J5M1P2RWXYZ/LB1D1 ,LFPG1530 ,N0481F320 LGL UN491 OTOFE DCT ALUTA/N0480F340 DCT TAKAS/M084F340 DCT LASNO/M084F340 DCT 47N015W 46N020W 43N030W 40N040W 37N050W/M084F360 35N060W DCT BALOO DCT JIMAC DCT FLUPS DCT SNAGY BNFSH2 ,KMIA0927 MYNN ,"CODE/394A12 DAT/CPDLCX 1FANSP2PDC DOF/240320 EET/EGTT0058 EGGX0102 LPPO0225 KZWY0406 TXKF0642 KZWY0728 KZMA0839 LASNO0108 47N015W0138 46N020W0204 43N030W0302 37N050W0516 35N06
",CDG,False,1551.0,3949E0,B772
0160,F,1202,LFPG,UGTB,AFR1052  ,Z,A320   ,Z  ,FHEPG    ,,240320,AA57064224,,,,,,,3991E6,,AFR1052,IS ,A320/M,SDE2E3FGIJ1J4RWY/HB1D1G1 ,LFPG1135 ,N0434F350 LANVI DCT BEGAR DCT TRA DCT GAMSA DCT UMVEG/N0432F370 DCT BERTA DCT OKLOP DCT ETIDA Q27 XILTI Y189 UDROS UN743 GAKSU UN644 OTKOT/N0445F390 UN644 ROLIN/N0443F390 DCT LAGAS ,UGTB0409 UGKO ,"CODE/3991E6 DOF/240320 EET/EDUU0031 LSAS0035 LOVV0042 EDUU0046 LOVV0046 LJLA0110 LDZO0116 LYBA0137 LBSR0158 LTBB0245 LTAA0248 UGGG0343 OPR/AFR ORGN/LFBOAFMI PER/C REG/FHEPG RMK/TCAS OVERFLT
",CDG,,nan,nan,
0162,F,1429,LFPG,ESSA,AFR1062  ,Z,A320   ,Z  ,FGKXC    ,,240320,AA57066815,,,,,,,392AE2,,AFR1062,IS ,A320/M,SDE2E3FGHIJ1RWXY/HB1 ,LFPG1415 ,N0428F340 NURMO UN874 VEKIN UN873 ADUTO N873 HELEN/N0432F370 N873 VICOT DCT DOSUR P729 TALSA Z702 EVBAS DCT MIKNA N851 PELUP Z226 NILUG ,ESSA0155 ENGM ,"CODE/392AE2 DOF/240320 EET/EBUR0016 EHAA0022 EDVV0044 EKDK0059 ESAA0116 OPR/AFR ORGN/LFBOAFMI PER/C REG/FGKXC RVR/075 SEL/JLDH SUR/EUADSBX CANMANDATE)
",CDG,False,1453.0,3991E0,A320
0163,F,1650,LFPG,EGBB,AFR1064  ,Z,E190   ,Z  ,FHBLR    ,,240320,AA57048661,,,,,,,398571,,AFR1064,IS ,E190/M,SDE2E3FGIJ1RWY/HB1 ,LFPG1615 ,N0466F260 OPALE UT421 KESAX UT426 DIMAL UT10 ALESO T420 HEMEL ,EGBB0051 EGNX ,"CODE/398571 DOF/240320 EET/EGTT0020 OPR/HOP ORGN/EKBICPUF REG/FHBLR RMK/CONTACT OCC +33240135367 RVR/175)
",CDG,False,1621.0,398564,E190
0165,F,915,LFPG,VOMM,AFR108   ,Z,A359   ,Z  ,FHTYE    ,,240320,AA57061078,,,,,,,39CF04,,AFR108,IS ,A359/H,SABDE2E3GHIJ1J2J3J4J5M1P2RWXYZ/LB1D1 ,LFPG0855 ,N0452F330 LANVI DCT BEGAR/N0475F390 DCT TRA DCT GAMSA DCT GEDSO DCT PODET/N0485F410 DCT KOTUS DCT MAVIT DCT ARTAT UP975 ERGUN UL124 EVSAS UM688 RATVO/N0492F410 UM688 KEDIM DCT SISIN UM688 SIDAD/N0492F410 P975 SESRU M677 RABAP/N0491F410 M677 OBNET/N0488F410 DCT IVOXI DCT TARDI N629 TOTOX/M085F410 P574 OPAMO GUANI ,VOMM0840 VOBL ,"CODE/39CF04 DAT/1FANSE2PDC DOF/240320 EET/EDUU
",CDG,,nan,nan,
0166,F,1731,LFPG,LROP,AFR1088  ,Z,A319   ,Z  ,FGRHS    ,,240320,AA57070701,,,,,,,3944F2,,AFR1088,IS ,A319/M,SDE2E3FGIJ1RWY/HB1 ,LFPG1715 ,N0428F370 LANVI DCT BEGAR DCT TRA DCT GAMSA DCT BIRGI/N0428F390 DCT DIMLO DCT INVED DCT LAMIT DCT TOSVI TOSVI2U ,LROP0221 LRCK ,"CODE/3944F2 DOF/240320 EET/EDUU0030 LSAS0034 LOVV0042 EDUU0045 LOVV0046 LJLA0116 LHCC0118 LRBB0141 IFP/MODESASP OPR/AFR ORGN/LFBOAFMI PER/C REG/FGRHS RMK/TCAS RVR/075 SUR/EUADSBX CANMANDATE)
",CDG,False,1735.0,3944F1,A319
0169,F,2139,LFPG,ZSPD,AFR116   ,Z,B77W   ,Z  ,FGZNI    ,,240320,AA57076949,,,,,,,3965A8,,AFR116,IS ,B77W/H,SDE2E3FGHIJ3J5M1P2RWXYZ/LB1D1 ,LFPG2100 ,"N0483F310 LANVI DCT BEGAR DCT TRA/N0479F330 DCT GAMSA DCT BIRGI DCT INGID DCT GOTAR DCT MOPUG DCT LUGEB DCT UDROS UM859 KARDE UN644 ROLIN/N0477F330 DCT TETRO DCT BARAD M747 LUSAL N199 RASAM L88 METKA/K0889F350 B476 TIMGA A480 URG N147 TRK Z621 ARBOL M610 RULAD/K0880S1070 A343 POSOT B215 FKG W188 GOVSA/K0876S1130 W66 DKO W69 HUR B339 SOTMU/K0869S1100 W98 ELKUR W40 DOXAB/K0866S1070
",nan,nan,CDG,False,2121.0,3965B1,B77W
0171,F,1223,LFPG,DTTA,AFR1184  ,Z,A320   ,Z  ,FHEPE    ,,240320,AA57063284,,,,,,,3991E4,,AFR1184,IS ,A320/M,SDE2E3FGIJ1J4RWY/HB1D1G1 ,LFPG1205 ,N0436F370 LATRA DCT LAMUT DCT UTUVA DCT TITVA DCT NOQAS UM728 KOLON DCT LOKDU DCT PELOS DCT IPROM DCT KOVAS DCT CAR/N0394F290 P161 MEDAR DCT ,DTTA0159 DTMB ,"CODE/3991E4 DOF/240320 EET/LIRR0122 DTTC0149 OPR/AFR ORGN/LFBOAFMI PER/C REG/FHEPE RMK/TCAS RVR/075 SUR/260B CANMANDATE)
",CDG,False,1222.0,3991E6,A320
0173,F,1526,LFPG,LPPT,AFR1194  ,Z,A320   ,Z  ,FHEPD    ,,240320,AA57067628,,,,,,,3991E3,,AFR1194,IS ,A320/M,SDE2E3FGIJ1J4RWY/HD1G1 ,LFPG1500 ,N0439F370 LGL UT176 TERPO UN872 ERIGA DCT FUJTI DCT ATLEN DCT ABUPI DCT CANAR DCT VIS DCT XAMAX ,LPPT0212 LPFR ,"CODE/3991E3 DOF/240320 EET/LECM0110 LPPC0136 OPR/AFR ORGN/LFBOAFMI PER/C REG/FHEPD RMK/TCAS RVR/075 SUR/260B CANMANDATE)
",CDG,False,1624.0,39E697,BCS3
0175,F,908,LFPG,LEVC,AFR11DN  ,Z,E190   ,Z  ,FHBLB    ,,240320,AA57041020,,,,,,,398561,,AFR11DN,IS ,E190/M,SDE2E3FGIJ1RWY/HB1 ,LFPG0855 ,N0450F370 ERIXU DCT ETAMO DCT GUERE DCT EVPOK DCT AGN DCT ANETO DCT POSSY DCT ROCME DCT SEROX UN860 SAURA ,LEVC0142 LEAL ,"CODE/398561 DOF/240320 EET/LFBB0025 LECB0105 OPR/HOP ORGN/EKBICPUF REG/FHBLB RMK/CONTACT OCC +33240135367 RVR/175)
",CDG,False,921.0,398561,E190
0176,F,1449,LFPG,LFML,AFR11JV  ,Z,BCS3   ,Z  ,FHZUV    ,,240320,AA57067151,,,,,,,39E695,,AFR11JV,IS ,BCS3/M,SBDE2E3GIJ1RWXY/LB1 ,LFPG1440 ,N0438F330 LATRA DCT LAMUT DCT UTUVA DCT LERGA ,LFML0059 LFMT ,"CODE/39E695 DOF/240320 EET/LFMM0048 IFP/MODESASP OPR/AFR ORGN/LFBOAFMI PER/C REG/FHZUV RMK/TCAS RVR/200 SUR/260B CANMANDATE)
",CDG,False,1455.0,3991EA,A320
0177,F,1509,LFPG,LOWW,AFR11WT  ,Z,E190   ,Z  ,FHBLX    ,,240320,AA57047300,,,,,,,398577,,AFR11WT,IS ,E190/M,SDE2E3FGIJ1RWY/HB1 ,LFPG1450 ,N0451F370 RANUX UN858 LIMGO DCT BITBU DCT NOSPA DCT BOMBI DCT TENLO DCT DEXIT DCT VENEN VENEN3W ,LOWW0143 LZIB ,"CODE/398577 DOF/240320 EET/EBBU0027 EDGG0031 EDMM0054 LOVV0109 LKAA0110 LOVV0114 LHCC0136 LOVV0137 IFP/MODESASP OPR/HOP ORGN/EKBICPUF REG/FHBLX RMK/CONTACT OCC +33240135367 RVR/175)
",CDG,False,1515.0,398575,E190
0179,F,1631,LFPG,LIMF,AFR1202  ,Z,E170   ,Z  ,FHBXC    ,,240320,AA57049058,,,,,,,3986E2,,AFR1202,IS ,E170/M,SDE2E3FGIJ1RWY/HB1 ,LFPG1615 ,N0469F290 LANVI DCT BEGAR DCT BASGO DCT AKASU ,LIMF0107 LIMZ ,"CODE/3986E2 DOF/240320 EET/LFEE0023 EDGG0034 LSAS0037 LIMM0046 LSAS0046 LIMM0047 IFP/MODESASP OPR/HOP ORGN/EKBICPUF REG/FHBXC RMK/CONTACT OCC +33240135367 RVR/175)
",CDG,False,1626.0,3986E0,E170
0180,F,1433,LFPG,LIPZ,AFR1226  ,Z,E190   ,Z  ,FHBLI    ,,240320,AA57046735,,,,,,,398568,,AFR1226,IS ,E190/M,SDE2E3FGIJ1RWY/HB1 ,LFPG1420 ,N0453F250 BUBLI UG42 LUVAL/N0460F350 DCT BEGAR DCT ELMUR/N0465F290 DCT RESIA P131 ADOSA L612 ALBET ,LIPZ0117 LIPX ,"CODE/398568 DOF/240320 EET/LFEE0024 EDGG0034 LSAS0037 LIMM0050 LIMM0051 LSAS0051 IFP/MODESASP OPR/HOP ORGN/EKBICPUF REG/FHBLI RMK/CONTACT OCC +33240135367 RVR/175)
",CDG,False,1437.0,398577,E190
0181,F,1128,LFPG,GMMX,AFR1276  ,Z,A320   ,Z  ,FHZFM    ,,240320,AA57062114,,,,,,,39E4AC,,AFR1276,IS ,A320/M,SDE2E3FGIJ1RWY/HB1 ,LFPG1110 ,N0438F350 AGOPA DCT ARKIP DCT ARMAL DCT ARTAX/N0439F370 DCT BEBIX DCT LMG DCT UVELI DCT OSMOB DCT ARVID UT424 PPN UN10 CJN UL27 BLN UN869 MGA/N0442F390 UN869 MABAP ,GMMX0309 GMMN ,"CODE/39E4AC DOF/240320 EET/LECM0107 GMMM0220 OPR/AFR ORGN/LFBOAFMI PER/C REG/FHZFM RMK/TCAS OVERFLT PERM NBR GM MAROC 5267 DTA DRTA SGLANI 2022 RVR/075 SUR/260B CANMANDATE)
",CDG,False,1119.0,3991E7,A320
0182,F,729,LFLL,LFML,AFR12DG  ,Z,E190   ,Z  ,FHBLN    ,,240320,AA57039099,,,,,,,39856D,,AFR12DG,IS ,E190/M,SDE2E3FGIJ1RWY/HB1 ,LFLL0725 ,N0397F190 ROMAM B16 MTL ,LFML0033 LFMT ,"CODE/39856D DOF/240320 IFP/MODESASP OPR/HOP ORGN/EKBICPUF REG/FHBLN RMK/CONTACT OCC +33240135367 RVR/175)
",LYON,False,734.0,39856E,E190
0184,F,1329,LFRS,LFPG,AFR12RM  ,Z,BCS3   ,Z  ,FHZUK    ,,240320,AA57065009,,,,,,,39E68A,,AFR12RM,IS ,BCS3/M,SBDE2E3GIJ1RWXY/LB1 ,LFRS1315 ,N0399F220 ANG UN741 TEMTO/N0411F240 UN741 KEPER ,LFPG0029 LFOB ,"CODE/39E68A DOF/240320 EET/LFFF0008 IFP/MODESASP OPR/AFR ORGN/LFBOAFMI PER/C REG/FHZUK RMK/TCAS RVR/200 SUR/260B CANMANDATE)
",NANT,False,1344.0,3991E1,A320
0185,F,2052,LFPG,LSGG,AFR12VH  ,Z,BCS3   ,Z  ,FHPNA    ,,240320,AA57072904,,,,,,,39BDA0,,AFR12VH,IS ,BCS3/M,SBDE2E3GIJ1RWXY/LB1 ,LFPG1945 ,N0417F250 PILUL DCT PIMUP DCT PIXIS DCT PIBAT/N0405F230 DCT LUSAR ,LSGG0041 LFLL ,"CODE/39BDA0 DOF/240320 EET/LFMM0036 LSAS0038 IFP/MODESASP OPR/AFR ORGN/LFBOAFMI PER/C REG/FHPNA RMK/TCAS RVR/200 SUR/260B CANMANDATE)
",CDG,False,1957.0,39E686,BCS3
0188,F,2108,LFPG,LIPZ,AFR1326  ,Z,BCS3   ,Z  ,FHZUL    ,,240320,AA57073047,,,,,,,39E68B,,AFR1326,IS ,BCS3/M,SBDE2E3GIJ1RWXY/LB1 ,LFPG2045 ,N0430F370 LANVI DCT BEGAR DCT ELMUR DCT RESIA/N0442F290 P131 ADOSA L612 ALBET ,LIPZ0107 LIMC ,"CODE/39E68B DOF/240320 EET/EDUU0030 LSAS0033 LIMM0048 IFP/MODESASP OPR/AFR ORGN/LFBOAFMI PER/C REG/FHZUL RMK/TCAS RVR/200 SUR/260B CANMANDATE)
",CDG,False,2053.0,39E688,BCS3
0189,F,1527,LFPG,LSGG,AFR1342  ,Z,BCS3   ,Z  ,FHZUK    ,,240320,AA57067908,,,,,,,39E68A,,AFR1342,IS ,BCS3/M,SBDE2E3GIJ1RWXY/LB1 ,LFPG1515 ,N0417F250 PILUL DCT PIMUP DCT PIXIS DCT PIBAT/N0406F230 DCT LUSAR ,LSGG0040 LFLL ,"CODE/39E68A DOF/240320 EET/LFMM0036 LSAS0038 IFP/MODESASP OPR/AFR ORGN/LFBOAFMI PER/C REG/FHZUK RMK/TCAS RVR/200 SUR/260B CANMANDATE)
",CDG,False,1527.0,39E686,BCS3
0190,F,2021,LFPG,DAAG,AFR1354  ,Z,A319   ,Z  ,FGRHR    ,,240320,AA57072970,,,,,,,3944F1,,AFR1354,IS ,A319/M,SDE2E3FGIJ1RWY/HB1 ,LFPG2005 ,N0435F390 ERIXU DCT ETAMO DCT ADEKA DCT MOKDI DCT MEN DCT BADAM DCT KANIG UN855 TALEN/N0435F370 UN855 BUYAH UA27 ALR DCT ,DAAG0154 LEPA ,"CODE/3944F1 DOF/240320 EET/LECB0103 DAAA0141 OPR/AFR ORGN/LFBOAFMI PER/C REG/FGRHR RMK/TCAS OVERFLT PERM NBR DA 2513 DG ANAC 2023 RVR/075 SUR/EUADSBX CANMANDATE)
",CDG,False,2033.0,3991E6,A320
0192,F,1236,LFPG,KORD,AFR136   ,Z,A359   ,Z  ,FHTYQ    ,,240320,AA57068065,,,,,,,39CF10,,AFR136,IS ,A359/H,SABDE2E3GHIJ1J2J3J4J5M1P2RWXYZ/LB1D1 ,LFPG1210 ,N0486F300 ATREX UT225 VESAN UL613 SOVAT/N0484F360 L613 TLA DCT ATSIX/M085F370 NATA PIDSO/M085F400 N838A PEPKI/N0495F400 DCT 5625N07000W DCT VETRO DCT SSM WYNDE2 ,KORD0816 KRFD ,"CODE/39CF10 DAT/1FANSE2PDC DOF/240320 EET/EGTT0018 EGPX0055 EGGX0147 BIRD0208 BGGL0338 CZQX0434 CZUL0507 CZYZ0648 KZMP0727 KZAU0749 62N020W0233 64N030W0312 64N040W0345 62N050W0422 PIDSO0453 NAV/RNP2
",CDG,False,1239.0,39D2A0,A359
0195,F,2026,LFPG,DTTA,AFR1384  ,Z,A320   ,Z  ,FHZFM    ,,240320,AA57072959,,,,,,,39E4AC,,AFR1384,IS ,A320/M,SDE2E3FGIJ1RWY/HB1 ,LFPG2005 ,N0437F370 LATRA DCT LAMUT DCT UTUVA DCT TITVA DCT NOQAS UM728 KOLON DCT LOKDU DCT PELOS DCT IPROM DCT KOVAS DCT CAR/N0402F290 P161 MEDAR DCT ,DTTA0158 DTMB ,"CODE/39E4AC DOF/240320 EET/LIRR0121 DTTC0149 OPR/AFR ORGN/LFBOAFMI PER/C REG/FHZFM RMK/TCAS RVR/075 SUR/260B CANMANDATE)
",CDG,False,2028.0,3991E7,A320
0197,F,1054,LFPG,LTFM,AFR1390  ,Z,BCS3   ,Z  ,FHZUM    ,,240320,AA57061935,,,,,,,39E68C,,AFR1390,IS ,BCS3/M,SBDE2E3GIJ1RWXY/LB1 ,LFPG1040 ,N0431F360 LANVI DCT LUPEN/N0429F370 DCT BATUB DCT MOMUK DCT UMVEG DCT LUMUS DCT BERTA DCT OKLOP DCT ETIDA T390 RILEX ,LTFM0247 LBPD ,"CODE/39E68C DOF/240320 EET/EDUU0031 LOVV0050 LJLA0110 LDZO0116 LYBA0137 LBSR0159 LTBB0226 OPR/AFR ORGN/LFBOAFMI PER/C REG/FHZUM RMK/TCAS RVR/200 SUR/260B CANMANDATE)
",CDG,False,1047.0,39BDA6,BCS3
0199,F,1616,LFML,LFPO,AFR13DK  ,Z,A319   ,Z  ,FGRHF    ,,240320,AA57068000,,,,,,,3944E5,,AFR13DK,IS ,A319/M,SDE2E3FGIRWYZ/HB1 ,LFML1520 ,N0408F340 ETREK UM976 MOPEM DCT PIBAT ,LFPO0056 LFPG ,"CODE/3944E5 DAT/CPDLCX DOF/240320 EET/LFFF0006 IFP/MODESASP OPR/AFR ORGN/LFBOAFMI PER/C REG/FGRHF RMK/TCAS RVR/075 SUR/EUADSBX CANMANDATE)
",MARS,False,1529.0,3950D1,A318
0200,F,510,LFRS,LFPG,AFR13ER  ,Z,A320   ,Z  ,FGKXQ    ,,240320,AA57055856,,,,,,,392AF0,,AFR13ER,IS ,A320/M,SDE2E3FGHIJ1J4RWY/LB1D1G1 ,LFRS0505 ,N0363F220 ANG UN741 TEMTO/N0374F240 UN741 KEPER ,LFPG0032 LFPO ,"CODE/392AF0 DAT/1FANSE2PDC DOF/240320 EET/LFFF0007 IFP/MODESASP OPR/AFR ORGN/LFBOAFMI PER/C REG/FGKXQ RMK/TCAS RVR/075 SEL/ELAD SUR/260B CANMANDATE)
",NANT,False,521.0,3991EA,A320
0202,F,1040,LFPO,LFMN,AFR13JM  ,Z,A320   ,Z  ,FHBNB    ,,240320,AA57061588,,,,,,,3985A1,,AFR13JM,IS ,A320/M,SDE2E3FGIJ1RWY/HB1 ,LFPO1035 ,N0430F370 LATRA DCT LAMUT DCT UTUVA DCT LERGA DCT LIQID UY30 LATAM UY22 NISAR ,LFMN0100 LFML ,"CODE/3985A1 DOF/240320 EET/LFMM0054 IFP/MODESASP OPR/AFR ORGN/LFBOAFMI PER/C REG/FHBNB RMK/TCAS RVR/075 SUR/260B CANMANDATE)
",ORL,False,1111.0,398E49,A319
0203,F,958,LFBP,LFPG,AFR13NH  ,Z,E190   ,Z  ,FHBLP    ,,240320,AA57042062,,,,,,,39856F,,AFR13NH,IS ,E190/M,SDE2E3FGIJ1RWY/HB1 ,LFBP0950 ,N0460F340 USAKU DCT AGN DCT POKET DCT POI/N0469F300 DCT PEPAX/N0469F280 UT182 KEPER ,LFPG0114 LFOB ,"CODE/39856F DOF/240320 EET/LFFF0039 IFP/MODESASP OPR/HOP ORGN/EKBICPUF REG/FHBLP RMK/CONTACT OCC +33240135367 RVR/175)
",PYRN,False,951.0,398568,E190
0204,F,849,LFPG,LROP,AFR13SG  ,Z,A319   ,Z  ,FGRHV    ,,240320,AA57059864,,,,,,,3944F5,,AFR13SG,IS ,A319/M,SDE2E3FGIJ1RWY/HB1 ,LFPG0840 ,N0428F390 LANVI DCT BEGAR DCT TRA DCT GAMSA DCT BIRGI DCT DIMLO DCT INVED DCT LAMIT/N0405F330 DCT TOSVI TOSVI3X ,LROP0223 LRBS ,"CODE/3944F5 DOF/240320 EET/EDUU0030 LSAS0034 LOVV0042 EDUU0045 LOVV0046 LJLA0117 LHCC0119 LRBB0142 IFP/MODESASP OPR/AFR ORGN/LFBOAFMI PER/C REG/FGRHV RMK/TCAS RVR/075 SUR/EUADSBX CANMANDATE)
",CDG,False,848.0,3944EA,A319
0207,F,1435,LFPG,GMMN,AFR13ZM  ,Z,A320   ,Z  ,FGKXN    ,,240320,AA57066492,,,,,,,392AED,,AFR13ZM,IS ,A320/M,SDE2E3FGIJ1RWY/HB1 ,LFPG1410 ,N0438F370 AGOPA DCT ARKIP DCT ARMAL DCT ARTAX DCT BEBIX DCT LMG DCT UVELI DCT OSMOB DCT VAVIX DCT NETUK UN857 PPN UN10 BANEV/N0441F390 UN10 CJN UL27 BLN UN869 GALTO UB11 TUSOR ,GMMN0252 GMME ,"CODE/392AED DOF/240320 EET/LECM0105 GMMM0219 OPR/AFR ORGN/LFBOAFMI PER/C REG/FGKXN RMK/TCAS OVERFLT PERM NBR GM MAROC 5267 DTA DRTA SGLANI 2022 RVR/075 SEL/JLDH SUR/260B CANMANDATE)
",CDG,False,1500.0,3991E4,A320
0209,F,1510,LFPG,EDDL,AFR1406  ,Z,E190   ,Z  ,FHBLH    ,,240320,AA57047145,,,,,,,398567,,AFR1406,IS ,E190/M,SDE2E3FGIJ1RWY/HB1 ,LFPG1440 ,N0431F220 RANUX/N0442F230 UN858 VALEK UM163 DIK N853 ARCKY T853 NVO T857 BIKMU BIKMU1G ,EDDL0052 EDDK ,"CODE/398567 DOF/240320 EET/EBBU0025 EDGG0029 EBBU0030 EDGG0033 IFP/MODESASP OPR/HOP ORGN/EKBICPUF REG/FHBLH RMK/CONTACT OCC +33240135367 RVR/175)
",CDG,False,1504.0,398561,E190
0210,F,704,LFPG,EDDB,AFR1434  ,Z,BCS3   ,Z  ,FHZUC    ,,240320,AA57057463,,,,,,,39E682,,AFR1434,IS ,BCS3/M,SBDE2E3GIJ1RWY/LB1 ,LFPG0625 ,N0429F370 RANUX UN858 LIMGO DCT BITBU DCT NOSPA DCT MASEK T278 KLF DCT ,EDDB0115 EDDC ,"CODE/39E682 DOF/240320 EET/EBUR0020 EDUU0023 EDWW0107 IFP/MODESASP OPR/AFR ORGN/LFBOAFMI PER/C REG/FHZUC RMK/TCAS RVR/200 SUR/260B CANMANDATE)
",CDG,,nan,nan,
0211,F,1726,LFPG,EHAM,AFR1440  ,Z,BCS3   ,Z  ,FHPNF    ,,240320,AA57070317,,,,,,,39BDA5,,AFR1440,IS ,BCS3/M,SBDE2E3GIJ1RWXY/LB1 ,LFPG1715 ,N0443F300 NURMO UN874 VEKIN UN873 ADUTO N873 FERDI/N0410F240 Y18 DENUT ,EHAM0034 EHRD ,"CODE/39BDA5 DOF/240320 EET/EBUR0016 EHAA0022 IFP/MODESASP OPR/AFR ORGN/LFBOAFMI PER/C REG/FHPNF RMK/TCAS RVR/200 SUR/260B CANMANDATE)
",CDG,False,1733.0,39E68E,BCS3
0214,F,734,LFLL,LFRS,AFR1482  ,Z,E190   ,Z  ,FHBLJ    ,,240320,AA57039345,,,,,,,398569,,AFR1482,IS ,E190/M,SDE2E3FGIJ1RWY/HB1 ,LFLL0735 ,N0463F330 BELEP UP860 TIS DCT LMG DCT MANAK ,LFRS0055 LFRZ ,"CODE/398569 DOF/240320 EET/LFBB0016 LFRR0046 IFP/MODESASP OPR/HOP ORGN/EKBICPUF REG/FHBLJ RMK/CONTACT OCC +33240135367 RVR/175)
",LYON,False,743.0,39856A,E190
0215,F,525,LFRS,LFLL,AFR1483  ,Z,E190   ,Z  ,FHBLQ    ,,240320,AA57036200,,,,,,,398570,,AFR1483,IS ,E190/M,SDE2E3FGIJ1RWY/HB1 ,LFRS0525 ,N0465F250 LUGEN UM616 TUPAR/N0463F330 DCT DIDRU DCT BEBIX DCT VALKU DCT LABAL ,LFLL0052 LFLC ,"CODE/398570 DOF/240320 EET/LFBB0009 LFMM0030 IFP/MODESASP OPR/HOP ORGN/EKBICPUF REG/FHBLQ RMK/CONTACT OCC +33240135367 RVR/175)
",NANT,False,531.0,398569,E190
0216,F,1733,LFRS,LFLL,AFR1489  ,Z,E190   ,Z  ,FHBLJ    ,,240320,AA57049956,,,,,,,398569,,AFR1489,IS ,E190/M,SDE2E3FGIJ1RWY/HB1 ,LFRS1730 ,N0464F250 LUGEN UM616 TUPAR/N0462F330 DCT DIDRU DCT BEBIX DCT VALKU DCT LABAL ,LFLL0051 LFLC ,"CODE/398569 DOF/240320 EET/LFBB0008 LFMM0029 IFP/MODESASP OPR/HOP ORGN/EKBICPUF REG/FHBLJ RMK/CONTACT OCC +33240135367 RVR/175)
",NANT,False,1737.0,398569,E190
0218,F,742,LFLL,LFBD,AFR1498  ,Z,E190   ,Z  ,FHBLO    ,,240320,AA57039080,,,,,,,39856E,,AFR1498,IS ,E190/M,SDE2E3FGIJ1RWY/HB1 ,LFLL0730 ,N0471F280 BELEP UP860 TIS/N0469F270 DCT LMG ,LFBD0048 LFBZ ,"CODE/39856E DOF/240320 EET/LFBB0017 IFP/MODESASP OPR/HOP ORGN/EKBICPUF REG/FHBLO RMK/CONTACT OCC +33240135367 RVR/175)
",LYON,False,818.0,3986E6,E170
0219,F,1456,LFPG,EDDN,AFR14ET  ,Z,E190   ,Z  ,FHBLB    ,,240320,AA57047133,,,,,,,398561,,AFR14ET,IS ,E190/M,SDE2E3FGIJ1RWY/HB1 ,LFPG1445 ,N0464F320 RANUX/N0462F330 UN858 LIMGO DCT BITBU DCT NOSPA DCT BOMBI Z723 KOMIB T193 ERTES T194 DODAS DODAS1T ,EDDN0106 EDDM ,"CODE/398561 DOF/240320 EET/EBBU0025 EDGG0029 EDMM0052 EDGG0058 EDMM0106 OPR/HOP ORGN/EKBICPUF REG/FHBLB RMK/CONTACT OCC +33240135367 RVR/175)
",CDG,,nan,nan,
0220,F,737,LFPG,EDDS,AFR14MQ  ,Z,E170   ,Z  ,FHBXF    ,,240320,AA57038858,,,,,,,3986E5,,AFR14MQ,IS ,E170/M,SDE2E3FGIJ1RWY/HB1 ,LFPG0720 ,N0395F190 BAXIR B13 RLP R11 OBORN V17 LUPEN T126 REUTL REUTL5A ,EDDS0106 EDDM ,"CODE/3986E5 DOF/240320 EET/LFEE0026 EDGG0043 EDMM0058 EDGG0101 OPR/HOP ORGN/EKBICPUF REG/FHBXF RMK/CONTACT OCC +33240135367 RVR/175)
",CDG,False,722.0,3986E2,E170
